YearStart,YearEnd,LocationAbbr,LocationDesc,Topic,Question,DataValue,DataValueUnit,DataValueType,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2
2022,2022,LA,Louisiana,Mental Health,Average mentally unhealthy days among adults,6.1,Number,Crude Mean,Race/Ethnicity,"Black, non-Hispanic",,Overall
2022,2022,NV,Nevada,Mental Health,Frequent mental distress among adults,18.0,%,Age-adjusted Prevalence,Sex,Female,,Overall
2022,2022,IN,Indiana,Mental Health,Average mentally unhealthy days among adults,4.4,Number,Age-adjusted Mean,Sex,Male,,Overall
2022,2022,MD,Maryland,Mental Health,Depression among adults,20.2,%,Crude Prevalence,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,Overall
2022,2022,MD,Maryland,Mental Health,Frequent mental distress among adults,14.5,%,Crude Prevalence,Overall,Overall,,Overall
2022,2022,LA,Louisiana,Mental Health,Average mentally unhealthy days among adults,8.0,Number,Age-adjusted Mean,Race/Ethnicity,"Multiracial, non-Hispanic",,Overall
2022,2022,IN,Indiana,Mental Health,Average mentally unhealthy days among adults,5.4,Number,Age-adjusted Mean,Overall,Overall,,Overall
2022,2022,LA,Louisiana,Mental Health,Depression among adults,20.9,%,Crude Prevalence,Age,Age >=65,,Overall
2022,2022,MT,Montana,Mental Health,Depression among adults,16.9,%,Crude Prevalence,Age,Age >=65,,Overall
2022,2022,KY,Kentucky,Mental Health,Average mentally unhealthy days among adults,3.4,Number,Crude Mean,Age,Age >=65,,Overall
2022,2022,ID,Idaho,Mental Health,Depression among adults,23.6,%,Crude Prevalence,Race/Ethnicity,Hispanic,,Overall
2022,2022,MA,Massachusetts,Mental Health,Frequent mental distress among adults,6.9,%,Age-adjusted Prevalence,Race/Ethnicity,"Asian, non-Hispanic",,Overall
2022,2022,IL,Illinois,Mental Health,Frequent mental distress among adults,15.4,%,Crude Prevalence,Sex,Female,,Overall
2022,2022,MA,Massachusetts,Mental Health,Average mentally unhealthy days among adults,2.6,Number,Age-adjusted Mean,Race/Ethnicity,"Asian, non-Hispanic",,Overall
2022,2022,MA,Massachusetts,Mental Health,Depression among adults,21.6,%,Crude Prevalence,Overall,Overall,,Overall
2022,2022,IL,Illinois,Mental Health,Depression among adults,20.4,%,Crude Prevalence,Race/Ethnicity,"White, non-Hispanic",,Overall
2022,2022,LA,Louisiana,Mental Health,Depression among adults,40.7,%,Age-adjusted Prevalence,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,Overall
2022,2022,MI,Michigan,Mental Health,Frequent mental distress among adults,17.7,%,Age-adjusted Prevalence,Race/Ethnicity,"White, non-Hispanic",,Overall
2022,2022,MS,Mississippi,Mental Health,Depression among adults,24.5,%,Crude Prevalence,Age,Age 45-64,,Overall
2022,2022,MD,Maryland,Mental Health,Depression among adults,22.9,%,Age-adjusted Prevalence,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,Overall
2022,2022,NV,Nevada,Mental Health,Frequent mental distress among adults,14.8,%,Crude Prevalence,Overall,Overall,,Overall
2022,2022,MD,Maryland,Mental Health,Average mentally unhealthy days among adults,2.9,Number,Crude Mean,Age,Age >=65,,Overall
2022,2022,MO,Missouri,Mental Health,Frequent mental distress among adults,17.3,%,Crude Prevalence,Overall,Overall,,Overall
2022,2022,IA,Iowa,Mental Health,Frequent mental distress among adults,29.6,%,Crude Prevalence,Race/Ethnicity,"Multiracial, non-Hispanic",,Overall
2022,2022,MO,Missouri,Mental Health,Average mentally unhealthy days among adults,6.9,Number,Crude Mean,Age,Age 18-44,,Overall
2022,2022,IA,Iowa,Mental Health,Average mentally unhealthy days among adults,4.3,Number,Age-adjusted Mean,Race/Ethnicity,"Black, non-Hispanic",,Overall
2022,2022,IL,Illinois,Mental Health,Average mentally unhealthy days among adults,3.9,Number,Age-adjusted Mean,Sex,Male,,Overall
2022,2022,MI,Michigan,Mental Health,Depression among adults,25.0,%,Age-adjusted Prevalence,Race/Ethnicity,Hispanic,,Overall
2022,2022,MN,Minnesota,Mental Health,Depression among adults,13.3,%,Age-adjusted Prevalence,Race/Ethnicity,"Asian, non-Hispanic",,Overall
2022,2022,ME,Maine,Mental Health,Average mentally unhealthy days among adults,4.8,Number,Crude Mean,Race/Ethnicity,"White, non-Hispanic",,Overall
2022,2022,NE,Nebraska,Mental Health,Average mentally unhealthy days among adults,4.1,Number,Age-adjusted Mean,Race/Ethnicity,"Black, non-Hispanic",,Overall
2022,2022,MI,Michigan,Mental Health,Average mentally unhealthy days among adults,6.1,Number,Crude Mean,Sex,Female,,Overall
2022,2022,MA,Massachusetts,Mental Health,Depression among adults,14.3,%,Crude Prevalence,Race/Ethnicity,"Asian, non-Hispanic",,Overall
2022,2022,MN,Minnesota,Mental Health,Average mentally unhealthy days among adults,3.8,Number,Crude Mean,Race/Ethnicity,"Asian, non-Hispanic",,Overall
2022,2022,ID,Idaho,Mental Health,Average mentally unhealthy days among adults,5.6,Number,Crude Mean,Sex,Female,,Overall
2022,2022,IA,Iowa,Mental Health,Frequent mental distress among adults,18.3,%,Age-adjusted Prevalence,Sex,Female,,Overall
2022,2022,MS,Mississippi,Mental Health,Frequent mental distress among adults,14.9,%,Crude Prevalence,Race/Ethnicity,"Black, non-Hispanic",,Overall
2022,2022,LA,Louisiana,Mental Health,Average mentally unhealthy days among adults,7.3,Number,Crude Mean,Sex,Female,,Overall
2022,2022,IL,Illinois,Mental Health,Frequent mental distress among adults,24.6,%,Crude Prevalence,Race/Ethnicity,"Multiracial, non-Hispanic",,Overall
2022,2022,MA,Massachusetts,Mental Health,Average mentally unhealthy days among adults,5.7,Number,Age-adjusted Mean,Sex,Female,,Overall
2022,2022,NE,Nebraska,Mental Health,Average mentally unhealthy days among adults,5.1,Number,Crude Mean,Sex,Female,,Overall
2022,2022,MT,Montana,Mental Health,Average mentally unhealthy days among adults,7.1,Number,Age-adjusted Mean,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,Overall
2022,2022,IA,Iowa,Mental Health,Frequent mental distress among adults,13.5,%,Crude Prevalence,Overall,Overall,,Overall
2022,2022,IN,Indiana,Mental Health,Depression among adults,31.5,%,Age-adjusted Prevalence,Race/Ethnicity,"Multiracial, non-Hispanic",,Overall
2022,2022,NE,Nebraska,Mental Health,Frequent mental distress among adults,8.4,%,Crude Prevalence,Sex,Male,,Overall
2022,2022,KY,Kentucky,Mental Health,Frequent mental distress among adults,15.7,%,Crude Prevalence,Age,Age 45-64,,Overall
2022,2022,MS,Mississippi,Mental Health,Average mentally unhealthy days among adults,4.3,Number,Crude Mean,Sex,Male,,Overall
2022,2022,MN,Minnesota,Mental Health,Depression among adults,20.4,%,Crude Prevalence,Race/Ethnicity,Hispanic,,Overall
2022,2022,KY,Kentucky,Mental Health,Average mentally unhealthy days among adults,9.5,Number,Crude Mean,Race/Ethnicity,"Multiracial, non-Hispanic",,Overall
2022,2022,IL,Illinois,Mental Health,Frequent mental distress among adults,16.0,%,Age-adjusted Prevalence,Sex,Female,,Overall
2022,2022,MA,Massachusetts,Mental Health,Depression among adults,22.2,%,Age-adjusted Prevalence,Overall,Overall,,Overall
2022,2022,MO,Missouri,Mental Health,Depression among adults,38.0,%,Age-adjusted Prevalence,Race/Ethnicity,"Multiracial, non-Hispanic",,Overall
2022,2022,MA,Massachusetts,Mental Health,Frequent mental distress among adults,25.2,%,Crude Prevalence,Race/Ethnicity,"Multiracial, non-Hispanic",,Overall
2022,2022,ID,Idaho,Mental Health,Average mentally unhealthy days among adults,4.7,Number,Crude Mean,Overall,Overall,,Overall
2022,2022,IL,Illinois,Mental Health,Depression among adults,8.1,%,Age-adjusted Prevalence,Race/Ethnicity,"Asian, non-Hispanic",,Overall
2022,2022,IL,Illinois,Mental Health,Depression among adults,21.9,%,Age-adjusted Prevalence,Race/Ethnicity,"White, non-Hispanic",,Overall
2022,2022,LA,Louisiana,Mental Health,Frequent mental distress among adults,29.0,%,Age-adjusted Prevalence,Race/Ethnicity,"Multiracial, non-Hispanic",,Overall
2022,2022,MD,Maryland,Mental Health,Depression among adults,13.5,%,Crude Prevalence,Sex,Male,,Overall
2022,2022,MA,Massachusetts,Mental Health,Average mentally unhealthy days among adults,4.9,Number,Age-adjusted Mean,Overall,Overall,,Overall
2022,2022,ME,Maine,Mental Health,Average mentally unhealthy days among adults,4.7,Number,Age-adjusted Mean,Sex,Male,,Overall
2022,2022,IL,Illinois,Mental Health,Average mentally unhealthy days among adults,3.1,Number,Crude Mean,Race/Ethnicity,"Asian, non-Hispanic",,Overall
2022,2022,IN,Indiana,Mental Health,Depression among adults,15.4,%,Crude Prevalence,Sex,Male,,Overall
2022,2022,KY,Kentucky,Mental Health,Frequent mental distress among adults,15.7,%,Age-adjusted Prevalence,Race/Ethnicity,"White, non-Hispanic",,Overall
2022,2022,NV,Nevada,Mental Health,Average mentally unhealthy days among adults,4.7,Number,Age-adjusted Mean,Race/Ethnicity,"Black, non-Hispanic",,Overall
2022,2022,MO,Missouri,Mental Health,Frequent mental distress among adults,26.8,%,Age-adjusted Prevalence,Race/Ethnicity,"Multiracial, non-Hispanic",,Overall
2022,2022,ME,Maine,Mental Health,Frequent mental distress among adults,31.6,%,Age-adjusted Prevalence,Race/Ethnicity,"Multiracial, non-Hispanic",,Overall
2022,2022,MD,Maryland,Mental Health,Frequent mental distress among adults,22.0,%,Age-adjusted Prevalence,Race/Ethnicity,"Multiracial, non-Hispanic",,Overall
2022,2022,MO,Missouri,Mental Health,Frequent mental distress among adults,9.4,%,Crude Prevalence,Age,Age >=65,,Overall
2022,2022,NV,Nevada,Mental Health,Frequent mental distress among adults,10.0,%,Crude Prevalence,Age,Age >=65,,Overall
2022,2022,LA,Louisiana,Mental Health,Average mentally unhealthy days among adults,6.2,Number,Crude Mean,Overall,Overall,,Overall
2022,2022,ID,Idaho,Mental Health,Frequent mental distress among adults,11.8,%,Age-adjusted Prevalence,Sex,Male,,Overall
2022,2022,MN,Minnesota,Mental Health,Frequent mental distress among adults,25.2,%,Crude Prevalence,Race/Ethnicity,"Multiracial, non-Hispanic",,Overall
2022,2022,MO,Missouri,Mental Health,Depression among adults,28.5,%,Crude Prevalence,Sex,Female,,Overall
2022,2022,IA,Iowa,Mental Health,Depression among adults,20.2,%,Age-adjusted Prevalence,Race/Ethnicity,"White, non-Hispanic",,Overall
2022,2022,NV,Nevada,Mental Health,Depression among adults,11.8,%,Age-adjusted Prevalence,Race/Ethnicity,Hispanic,,Overall
2022,2022,IN,Indiana,Mental Health,Average mentally unhealthy days among adults,4.3,Number,Age-adjusted Mean,Race/Ethnicity,Hispanic,,Overall
2022,2022,IL,Illinois,Mental Health,Depression among adults,18.0,%,Age-adjusted Prevalence,Overall,Overall,,Overall
2022,2022,IA,Iowa,Mental Health,Depression among adults,18.5,%,Crude Prevalence,Overall,Overall,,Overall
2022,2022,NE,Nebraska,Mental Health,Average mentally unhealthy days among adults,3.6,Number,Age-adjusted Mean,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,Overall
2022,2022,MN,Minnesota,Mental Health,Frequent mental distress among adults,12.0,%,Crude Prevalence,Sex,Male,,Overall
2022,2022,MS,Mississippi,Mental Health,Depression among adults,14.5,%,Crude Prevalence,Sex,Male,,Overall
2022,2022,MS,Mississippi,Mental Health,Frequent mental distress among adults,13.5,%,Crude Prevalence,Sex,Male,,Overall
2022,2022,MI,Michigan,Mental Health,Average mentally unhealthy days among adults,4.6,Number,Crude Mean,Age,Age 45-64,,Overall
2022,2022,ME,Maine,Mental Health,Depression among adults,20.8,%,Age-adjusted Prevalence,Sex,Male,,Overall
2022,2022,MN,Minnesota,Mental Health,Frequent mental distress among adults,28.8,%,Age-adjusted Prevalence,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,Overall
2022,2022,MI,Michigan,Mental Health,Depression among adults,25.6,%,Age-adjusted Prevalence,Race/Ethnicity,"White, non-Hispanic",,Overall
2022,2022,KY,Kentucky,Mental Health,Depression among adults,35.3,%,Crude Prevalence,Race/Ethnicity,"Multiracial, non-Hispanic",,Overall
2022,2022,NV,Nevada,Mental Health,Average mentally unhealthy days among adults,5.3,Number,Age-adjusted Mean,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,Overall
2022,2022,IA,Iowa,Mental Health,Average mentally unhealthy days among adults,9.3,Number,Age-adjusted Mean,Race/Ethnicity,"Multiracial, non-Hispanic",,Overall
2022,2022,NE,Nebraska,Mental Health,Depression among adults,32.1,%,Crude Prevalence,Race/Ethnicity,"Multiracial, non-Hispanic",,Overall
2022,2022,NE,Nebraska,Mental Health,Depression among adults,19.7,%,Age-adjusted Prevalence,Race/Ethnicity,"White, non-Hispanic",,Overall
2022,2022,IL,Illinois,Mental Health,Average mentally unhealthy days among adults,4.7,Number,Age-adjusted Mean,Race/Ethnicity,"White, non-Hispanic",,Overall
2022,2022,MI,Michigan,Mental Health,Frequent mental distress among adults,17.7,%,Age-adjusted Prevalence,Overall,Overall,,Overall
2022,2022,MS,Mississippi,Mental Health,Average mentally unhealthy days among adults,5.1,Number,Age-adjusted Mean,Overall,Overall,,Overall
2022,2022,MA,Massachusetts,Mental Health,Average mentally unhealthy days among adults,7.5,Number,Age-adjusted Mean,Race/Ethnicity,"Multiracial, non-Hispanic",,Overall
2022,2022,NE,Nebraska,Mental Health,Frequent mental distress among adults,12.5,%,Age-adjusted Prevalence,Overall,Overall,,Overall
2022,2022,KS,Kansas,Mental Health,Average mentally unhealthy days among adults,4.1,Number,Age-adjusted Mean,Sex,Male,,Overall
2022,2022,NE,Nebraska,Mental Health,Frequent mental distress among adults,13.0,%,Age-adjusted Prevalence,Race/Ethnicity,"White, non-Hispanic",,Overall
2022,2022,MS,Mississippi,Mental Health,Frequent mental distress among adults,28.3,%,Age-adjusted Prevalence,Race/Ethnicity,Hispanic,,Overall
2022,2022,IA,Iowa,Mental Health,Frequent mental distress among adults,7.1,%,Crude Prevalence,Age,Age >=65,,Overall
2022,2022,NE,Nebraska,Mental Health,Average mentally unhealthy days among adults,8.4,Number,Crude Mean,Race/Ethnicity,"Multiracial, non-Hispanic",,Overall
2022,2022,MT,Montana,Mental Health,Frequent mental distress among adults,19.8,%,Age-adjusted Prevalence,Race/Ethnicity,Hispanic,,Overall
2022,2022,MI,Michigan,Mental Health,Depression among adults,23.0,%,Crude Prevalence,Overall,Overall,,Overall
2022,2022,ID,Idaho,Mental Health,Frequent mental distress among adults,22.5,%,Age-adjusted Prevalence,Race/Ethnicity,"Multiracial, non-Hispanic",,Overall
2022,2022,KS,Kansas,Mental Health,Frequent mental distress among adults,16.6,%,Age-adjusted Prevalence,Overall,Overall,,Overall
2022,2022,NV,Nevada,Mental Health,Frequent mental distress among adults,13.3,%,Age-adjusted Prevalence,Race/Ethnicity,"Black, non-Hispanic",,Overall
2022,2022,IN,Indiana,Mental Health,Depression among adults,28.7,%,Age-adjusted Prevalence,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,Overall
2022,2022,MT,Montana,Mental Health,Average mentally unhealthy days among adults,4.9,Number,Crude Mean,Race/Ethnicity,"White, non-Hispanic",,Overall
2022,2022,MO,Missouri,Mental Health,Average mentally unhealthy days among adults,6.7,Number,Age-adjusted Mean,Sex,Female,,Overall
2022,2022,ID,Idaho,Mental Health,Average mentally unhealthy days among adults,6.7,Number,Age-adjusted Mean,Race/Ethnicity,"Multiracial, non-Hispanic",,Overall
2022,2022,MT,Montana,Mental Health,Average mentally unhealthy days among adults,6.4,Number,Age-adjusted Mean,Sex,Female,,Overall
2022,2022,ME,Maine,Mental Health,Frequent mental distress among adults,18.1,%,Age-adjusted Prevalence,Overall,Overall,,Overall
2022,2022,NE,Nebraska,Mental Health,Depression among adults,9.8,%,Crude Prevalence,Age,Age >=65,,Overall
2022,2022,MN,Minnesota,Mental Health,Average mentally unhealthy days among adults,3.9,Number,Crude Mean,Sex,Male,,Overall
2022,2022,NV,Nevada,Mental Health,Average mentally unhealthy days among adults,4.6,Number,Crude Mean,Race/Ethnicity,"White, non-Hispanic",,Overall
2022,2022,MD,Maryland,Mental Health,Average mentally unhealthy days among adults,4.6,Number,Crude Mean,Overall,Overall,,Overall
2022,2022,MA,Massachusetts,Mental Health,Average mentally unhealthy days among adults,2.9,Number,Crude Mean,Race/Ethnicity,"Asian, non-Hispanic",,Overall
2022,2022,IL,Illinois,Mental Health,Average mentally unhealthy days among adults,4.4,Number,Crude Mean,Overall,Overall,,Overall
2022,2022,KS,Kansas,Mental Health,Average mentally unhealthy days among adults,3.4,Number,Crude Mean,Race/Ethnicity,"Asian, non-Hispanic",,Overall
2022,2022,MN,Minnesota,Mental Health,Depression among adults,23.5,%,Crude Prevalence,Overall,Overall,,Overall
2022,2022,ME,Maine,Mental Health,Frequent mental distress among adults,18.4,%,Crude Prevalence,Sex,Female,,Overall
2022,2022,MI,Michigan,Mental Health,Average mentally unhealthy days among adults,7.2,Number,Age-adjusted Mean,Race/Ethnicity,"Multiracial, non-Hispanic",,Overall
2022,2022,MT,Montana,Mental Health,Average mentally unhealthy days among adults,7.2,Number,Crude Mean,Age,Age 18-44,,Overall
2022,2022,KS,Kansas,Mental Health,Frequent mental distress among adults,25.4,%,Age-adjusted Prevalence,Race/Ethnicity,"Multiracial, non-Hispanic",,Overall
2022,2022,MN,Minnesota,Mental Health,Depression among adults,26.7,%,Age-adjusted Prevalence,Race/Ethnicity,"White, non-Hispanic",,Overall
2022,2022,MD,Maryland,Mental Health,Depression among adults,12.0,%,Crude Prevalence,Race/Ethnicity,Hispanic,,Overall
2022,2022,MN,Minnesota,Mental Health,Depression among adults,31.3,%,Age-adjusted Prevalence,Sex,Female,,Overall
2022,2022,IN,Indiana,Mental Health,Average mentally unhealthy days among adults,6.2,Number,Crude Mean,Sex,Female,,Overall
2022,2022,ID,Idaho,Mental Health,Depression among adults,16.2,%,Crude Prevalence,Sex,Male,,Overall
2022,2022,LA,Louisiana,Mental Health,Depression among adults,19.0,%,Crude Prevalence,Sex,Male,,Overall
2022,2022,IA,Iowa,Mental Health,Depression among adults,12.3,%,Age-adjusted Prevalence,Race/Ethnicity,Hispanic,,Overall
2022,2022,NV,Nevada,Mental Health,Depression among adults,22.2,%,Crude Prevalence,Race/Ethnicity,"White, non-Hispanic",,Overall
2022,2022,KY,Kentucky,Mental Health,Depression among adults,34.1,%,Age-adjusted Prevalence,Sex,Female,,Overall
2022,2022,NV,Nevada,Mental Health,Average mentally unhealthy days among adults,4.5,Number,Crude Mean,Age,Age 45-64,,Overall
2022,2022,MA,Massachusetts,Mental Health,Depression among adults,20.7,%,Age-adjusted Prevalence,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,Overall
